text,amount,label,metadata
Purchase at Walmart for shopping. Date: 2025-11-04. Status: Cleared.,258.3,0,merchant:Walmart
Purchase at Uber for shopping. Date: 2025-02-28. Status: Cleared.,60.02,0,merchant:Uber
Purchase at Target for groceries. Date: 2025-01-18. Status: Cleared.,201.97,0,merchant:Target
Purchase at Target for transport. Date: 2025-05-11. Status: Cleared.,102.95,0,merchant:Target
Purchase at Uber for shopping. Date: 2025-05-08. Status: Cleared.,203.37,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-08-26. Status: Cleared.,187.9,0,merchant:Starbucks
Purchase at Starbucks for entertainment. Date: 2025-04-22. Status: Cleared.,239.88,0,merchant:Starbucks
Purchase at Whole Foods for utilities. Date: 2025-01-17. Status: Cleared.,212.71,0,merchant:Whole Foods
Purchase at Starbucks for dining. Date: 2025-04-11. Status: Cleared.,274.64,0,merchant:Starbucks
Purchase at Whole Foods for entertainment. Date: 2025-07-10. Status: Cleared.,90.73,0,merchant:Whole Foods
Purchase at Walmart for transport. Date: 2025-04-16. Status: Cleared.,259.88,0,merchant:Walmart
Purchase at Shell Station for dining. Date: 2025-11-16. Status: Cleared.,96.47,0,merchant:Shell Station
Purchase at Whole Foods for entertainment. Date: 2025-06-04. Status: Cleared.,231.89,0,merchant:Whole Foods
Purchase at Whole Foods for transport. Date: 2025-02-06. Status: Cleared.,215.49,0,merchant:Whole Foods
Urgent wire transfer detected. Keyword: offshore. Destination: Russia. Amount: $42829.03. Risk: High.,42829.03,1,keyword:offshore
Purchase at Amazon for groceries. Date: 2025-05-27. Status: Cleared.,57.03,0,merchant:Amazon
Purchase at Whole Foods for groceries. Date: 2025-10-11. Status: Cleared.,256.67,0,merchant:Whole Foods
Purchase at Uber for utilities. Date: 2025-07-12. Status: Cleared.,75.64,0,merchant:Uber
Purchase at Amazon for dining. Date: 2025-03-22. Status: Cleared.,201.74,0,merchant:Amazon
Purchase at Uber for transport. Date: 2025-01-11. Status: Cleared.,88.27,0,merchant:Uber
Purchase at Starbucks for dining. Date: 2025-09-21. Status: Cleared.,281.67,0,merchant:Starbucks
Purchase at Netflix for entertainment. Date: 2025-10-21. Status: Cleared.,36.66,0,merchant:Netflix
Purchase at Starbucks for shopping. Date: 2025-08-27. Status: Cleared.,147.23,0,merchant:Starbucks
Purchase at Amazon for groceries. Date: 2025-03-12. Status: Cleared.,163.43,0,merchant:Amazon
Urgent wire transfer detected. Keyword: suspicious. Destination: Russia. Amount: $24335.65. Risk: High.,24335.65,1,keyword:suspicious
Purchase at Amazon for groceries. Date: 2025-09-22. Status: Cleared.,176.3,0,merchant:Amazon
Purchase at Shell Station for transport. Date: 2025-09-21. Status: Cleared.,110.92,0,merchant:Shell Station
Purchase at Amazon for entertainment. Date: 2025-08-24. Status: Cleared.,130.91,0,merchant:Amazon
Purchase at Target for entertainment. Date: 2025-05-11. Status: Cleared.,84.12,0,merchant:Target
Purchase at Shell Station for utilities. Date: 2025-05-17. Status: Cleared.,242.69,0,merchant:Shell Station
Purchase at Amazon for shopping. Date: 2025-02-03. Status: Cleared.,283.63,0,merchant:Amazon
Purchase at Target for entertainment. Date: 2025-04-27. Status: Cleared.,139.74,0,merchant:Target
Purchase at Uber for transport. Date: 2025-10-13. Status: Cleared.,263.49,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-01-29. Status: Cleared.,190.47,0,merchant:Starbucks
Purchase at Target for shopping. Date: 2025-09-13. Status: Cleared.,29.17,0,merchant:Target
Purchase at Starbucks for transport. Date: 2025-02-28. Status: Cleared.,122.83,0,merchant:Starbucks
Purchase at Target for dining. Date: 2025-01-29. Status: Cleared.,216.34,0,merchant:Target
Purchase at Uber for shopping. Date: 2025-09-28. Status: Cleared.,244.46,0,merchant:Uber
Purchase at Whole Foods for shopping. Date: 2025-03-20. Status: Cleared.,70.55,0,merchant:Whole Foods
Purchase at Walmart for transport. Date: 2025-06-30. Status: Cleared.,274.2,0,merchant:Walmart
Purchase at Uber for entertainment. Date: 2025-01-17. Status: Cleared.,286.6,0,merchant:Uber
Purchase at Target for shopping. Date: 2025-04-06. Status: Cleared.,199.68,0,merchant:Target
Purchase at Netflix for transport. Date: 2025-01-25. Status: Cleared.,186.08,0,merchant:Netflix
Purchase at Whole Foods for transport. Date: 2025-05-17. Status: Cleared.,153.62,0,merchant:Whole Foods
Purchase at Target for groceries. Date: 2025-09-30. Status: Cleared.,169.3,0,merchant:Target
Purchase at Netflix for utilities. Date: 2025-05-12. Status: Cleared.,154.67,0,merchant:Netflix
Purchase at Walmart for shopping. Date: 2025-06-01. Status: Cleared.,123.85,0,merchant:Walmart
Purchase at Walmart for utilities. Date: 2025-09-18. Status: Cleared.,178.09,0,merchant:Walmart
Purchase at Whole Foods for groceries. Date: 2025-09-08. Status: Cleared.,29.41,0,merchant:Whole Foods
Purchase at Uber for groceries. Date: 2025-01-19. Status: Cleared.,114.86,0,merchant:Uber
Purchase at Uber for entertainment. Date: 2025-05-24. Status: Cleared.,269.15,0,merchant:Uber
Purchase at Uber for utilities. Date: 2025-04-30. Status: Cleared.,274.62,0,merchant:Uber
Purchase at Walmart for transport. Date: 2025-04-25. Status: Cleared.,170.8,0,merchant:Walmart
Purchase at Walmart for shopping. Date: 2025-01-27. Status: Cleared.,138.41,0,merchant:Walmart
Purchase at Netflix for transport. Date: 2025-04-18. Status: Cleared.,170.82,0,merchant:Netflix
Purchase at Walmart for transport. Date: 2025-04-01. Status: Cleared.,289.17,0,merchant:Walmart
Purchase at Whole Foods for entertainment. Date: 2025-11-20. Status: Cleared.,28.98,0,merchant:Whole Foods
Purchase at Starbucks for entertainment. Date: 2025-11-10. Status: Cleared.,18.46,0,merchant:Starbucks
Purchase at Whole Foods for entertainment. Date: 2025-11-11. Status: Cleared.,146.45,0,merchant:Whole Foods
Purchase at Starbucks for entertainment. Date: 2025-11-27. Status: Cleared.,218.09,0,merchant:Starbucks
Purchase at Starbucks for shopping. Date: 2025-04-10. Status: Cleared.,18.42,0,merchant:Starbucks
Purchase at Shell Station for groceries. Date: 2025-07-31. Status: Cleared.,226.78,0,merchant:Shell Station
Purchase at Shell Station for utilities. Date: 2025-10-01. Status: Cleared.,10.2,0,merchant:Shell Station
Purchase at Uber for entertainment. Date: 2025-01-24. Status: Cleared.,282.06,0,merchant:Uber
Purchase at Netflix for entertainment. Date: 2025-09-14. Status: Cleared.,226.95,0,merchant:Netflix
Purchase at Amazon for shopping. Date: 2025-08-07. Status: Cleared.,286.73,0,merchant:Amazon
Purchase at Target for utilities. Date: 2025-05-06. Status: Cleared.,144.97,0,merchant:Target
Urgent wire transfer detected. Keyword: offshore. Destination: Cayman Islands. Amount: $14775.77. Risk: High.,14775.77,1,keyword:offshore
Purchase at Walmart for utilities. Date: 2025-01-06. Status: Cleared.,116.08,0,merchant:Walmart
Purchase at Uber for groceries. Date: 2025-08-17. Status: Cleared.,142.17,0,merchant:Uber
Urgent wire transfer detected. Keyword: gift card. Destination: Unknown. Amount: $31755.45. Risk: High.,31755.45,1,keyword:gift card
Purchase at Shell Station for shopping. Date: 2025-10-17. Status: Cleared.,84.66,0,merchant:Shell Station
Purchase at Shell Station for shopping. Date: 2025-04-09. Status: Cleared.,95.92,0,merchant:Shell Station
Purchase at Amazon for utilities. Date: 2025-09-04. Status: Cleared.,147.52,0,merchant:Amazon
Purchase at Amazon for shopping. Date: 2025-02-09. Status: Cleared.,184.63,0,merchant:Amazon
Purchase at Uber for dining. Date: 2025-09-05. Status: Cleared.,123.18,0,merchant:Uber
Purchase at Amazon for groceries. Date: 2025-04-13. Status: Cleared.,110.25,0,merchant:Amazon
Purchase at Amazon for groceries. Date: 2025-05-23. Status: Cleared.,192.92,0,merchant:Amazon
Purchase at Target for groceries. Date: 2025-04-06. Status: Cleared.,292.03,0,merchant:Target
Purchase at Target for dining. Date: 2025-04-19. Status: Cleared.,267.87,0,merchant:Target
Purchase at Netflix for groceries. Date: 2025-06-25. Status: Cleared.,156.22,0,merchant:Netflix
Purchase at Starbucks for utilities. Date: 2025-07-07. Status: Cleared.,18.11,0,merchant:Starbucks
Purchase at Uber for utilities. Date: 2025-02-05. Status: Cleared.,120.46,0,merchant:Uber
Purchase at Whole Foods for shopping. Date: 2025-01-20. Status: Cleared.,230.43,0,merchant:Whole Foods
Purchase at Netflix for entertainment. Date: 2025-03-05. Status: Cleared.,15.9,0,merchant:Netflix
Purchase at Netflix for entertainment. Date: 2025-02-04. Status: Cleared.,291.45,0,merchant:Netflix
Purchase at Whole Foods for entertainment. Date: 2025-11-15. Status: Cleared.,57.19,0,merchant:Whole Foods
Purchase at Starbucks for transport. Date: 2025-02-07. Status: Cleared.,87.45,0,merchant:Starbucks
Purchase at Netflix for transport. Date: 2025-10-25. Status: Cleared.,76.95,0,merchant:Netflix
Purchase at Amazon for dining. Date: 2025-04-04. Status: Cleared.,173.36,0,merchant:Amazon
Purchase at Starbucks for entertainment. Date: 2025-06-10. Status: Cleared.,170.67,0,merchant:Starbucks
Purchase at Walmart for shopping. Date: 2025-03-02. Status: Cleared.,250.52,0,merchant:Walmart
Purchase at Starbucks for dining. Date: 2025-08-24. Status: Cleared.,164.73,0,merchant:Starbucks
Purchase at Netflix for shopping. Date: 2025-04-24. Status: Cleared.,132.82,0,merchant:Netflix
Purchase at Uber for utilities. Date: 2025-07-25. Status: Cleared.,85.82,0,merchant:Uber
Purchase at Amazon for shopping. Date: 2025-10-19. Status: Cleared.,260.62,0,merchant:Amazon
Purchase at Walmart for utilities. Date: 2025-03-01. Status: Cleared.,214.21,0,merchant:Walmart
Purchase at Target for groceries. Date: 2025-08-08. Status: Cleared.,159.69,0,merchant:Target
Purchase at Whole Foods for dining. Date: 2025-01-04. Status: Cleared.,28.77,0,merchant:Whole Foods
Purchase at Uber for groceries. Date: 2025-01-24. Status: Cleared.,262.41,0,merchant:Uber
Purchase at Shell Station for transport. Date: 2025-04-21. Status: Cleared.,264.13,0,merchant:Shell Station
Purchase at Whole Foods for utilities. Date: 2025-10-01. Status: Cleared.,20.16,0,merchant:Whole Foods
Purchase at Netflix for shopping. Date: 2025-08-29. Status: Cleared.,247.81,0,merchant:Netflix
Purchase at Starbucks for shopping. Date: 2025-07-16. Status: Cleared.,174.34,0,merchant:Starbucks
Purchase at Amazon for entertainment. Date: 2025-10-16. Status: Cleared.,26.62,0,merchant:Amazon
Purchase at Shell Station for utilities. Date: 2025-11-02. Status: Cleared.,80.73,0,merchant:Shell Station
Purchase at Walmart for groceries. Date: 2025-01-29. Status: Cleared.,287.38,0,merchant:Walmart
Purchase at Whole Foods for groceries. Date: 2025-04-07. Status: Cleared.,162.21,0,merchant:Whole Foods
Purchase at Uber for groceries. Date: 2025-01-11. Status: Cleared.,171.64,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-05-23. Status: Cleared.,9.68,0,merchant:Starbucks
Purchase at Amazon for dining. Date: 2025-09-28. Status: Cleared.,233.34,0,merchant:Amazon
Urgent wire transfer detected. Keyword: unverified. Destination: Cyprus. Amount: $48987.91. Risk: High.,48987.91,1,keyword:unverified
Purchase at Shell Station for utilities. Date: 2025-04-01. Status: Cleared.,75.48,0,merchant:Shell Station
Purchase at Shell Station for transport. Date: 2025-01-11. Status: Cleared.,224.25,0,merchant:Shell Station
Purchase at Walmart for transport. Date: 2025-01-28. Status: Cleared.,46.14,0,merchant:Walmart
Purchase at Netflix for dining. Date: 2025-05-02. Status: Cleared.,89.92,0,merchant:Netflix
Purchase at Uber for shopping. Date: 2025-11-02. Status: Cleared.,190.18,0,merchant:Uber
Purchase at Target for transport. Date: 2025-08-16. Status: Cleared.,84.17,0,merchant:Target
Purchase at Shell Station for entertainment. Date: 2025-02-08. Status: Cleared.,90.14,0,merchant:Shell Station
Urgent wire transfer detected. Keyword: suspicious. Destination: Panama. Amount: $23729.67. Risk: High.,23729.67,1,keyword:suspicious
Purchase at Walmart for utilities. Date: 2025-10-30. Status: Cleared.,74.92,0,merchant:Walmart
Purchase at Amazon for utilities. Date: 2025-06-16. Status: Cleared.,185.55,0,merchant:Amazon
Purchase at Amazon for groceries. Date: 2025-02-22. Status: Cleared.,279.27,0,merchant:Amazon
Purchase at Uber for transport. Date: 2025-05-02. Status: Cleared.,284.35,0,merchant:Uber
Purchase at Starbucks for dining. Date: 2025-07-19. Status: Cleared.,255.8,0,merchant:Starbucks
Purchase at Target for utilities. Date: 2025-06-18. Status: Cleared.,265.1,0,merchant:Target
Purchase at Starbucks for dining. Date: 2025-01-26. Status: Cleared.,288.45,0,merchant:Starbucks
Purchase at Uber for dining. Date: 2025-05-16. Status: Cleared.,240.22,0,merchant:Uber
Purchase at Starbucks for dining. Date: 2025-04-13. Status: Cleared.,252.51,0,merchant:Starbucks
Purchase at Netflix for groceries. Date: 2025-01-18. Status: Cleared.,193.83,0,merchant:Netflix
Purchase at Whole Foods for transport. Date: 2025-05-06. Status: Cleared.,123.99,0,merchant:Whole Foods
Purchase at Uber for utilities. Date: 2025-04-11. Status: Cleared.,191.72,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-10-20. Status: Cleared.,252.08,0,merchant:Starbucks
Purchase at Whole Foods for groceries. Date: 2025-09-25. Status: Cleared.,37.26,0,merchant:Whole Foods
Purchase at Walmart for groceries. Date: 2025-03-10. Status: Cleared.,135.05,0,merchant:Walmart
Purchase at Uber for entertainment. Date: 2025-03-11. Status: Cleared.,224.27,0,merchant:Uber
Purchase at Uber for transport. Date: 2025-12-08. Status: Cleared.,62.51,0,merchant:Uber
Purchase at Walmart for dining. Date: 2025-11-30. Status: Cleared.,222.69,0,merchant:Walmart
Purchase at Target for dining. Date: 2025-04-13. Status: Cleared.,166.1,0,merchant:Target
Purchase at Starbucks for entertainment. Date: 2025-04-18. Status: Cleared.,172.22,0,merchant:Starbucks
Purchase at Uber for entertainment. Date: 2025-10-16. Status: Cleared.,281.3,0,merchant:Uber
Purchase at Amazon for utilities. Date: 2025-07-26. Status: Cleared.,90.02,0,merchant:Amazon
Urgent wire transfer detected. Keyword: offshore. Destination: Cyprus. Amount: $22265.42. Risk: High.,22265.42,1,keyword:offshore
Purchase at Uber for transport. Date: 2025-12-04. Status: Cleared.,110.91,0,merchant:Uber
Purchase at Walmart for shopping. Date: 2025-02-26. Status: Cleared.,203.81,0,merchant:Walmart
Purchase at Netflix for dining. Date: 2025-04-13. Status: Cleared.,258.92,0,merchant:Netflix
Purchase at Target for transport. Date: 2025-10-23. Status: Cleared.,160.5,0,merchant:Target
Purchase at Walmart for transport. Date: 2025-09-03. Status: Cleared.,232.43,0,merchant:Walmart
Purchase at Whole Foods for utilities. Date: 2025-11-05. Status: Cleared.,253.26,0,merchant:Whole Foods
Purchase at Whole Foods for groceries. Date: 2025-02-19. Status: Cleared.,84.02,0,merchant:Whole Foods
Purchase at Target for utilities. Date: 2025-02-16. Status: Cleared.,52.58,0,merchant:Target
Purchase at Shell Station for groceries. Date: 2025-10-12. Status: Cleared.,190.94,0,merchant:Shell Station
Purchase at Shell Station for transport. Date: 2025-10-31. Status: Cleared.,296.79,0,merchant:Shell Station
Purchase at Netflix for utilities. Date: 2025-08-25. Status: Cleared.,221.27,0,merchant:Netflix
Purchase at Whole Foods for transport. Date: 2025-01-08. Status: Cleared.,279.87,0,merchant:Whole Foods
Purchase at Netflix for utilities. Date: 2025-05-31. Status: Cleared.,198.13,0,merchant:Netflix
Purchase at Walmart for transport. Date: 2025-04-06. Status: Cleared.,215.83,0,merchant:Walmart
Purchase at Walmart for dining. Date: 2025-02-02. Status: Cleared.,61.06,0,merchant:Walmart
Purchase at Walmart for dining. Date: 2025-04-17. Status: Cleared.,246.49,0,merchant:Walmart
Purchase at Target for entertainment. Date: 2025-05-14. Status: Cleared.,175.78,0,merchant:Target
Purchase at Netflix for entertainment. Date: 2025-02-19. Status: Cleared.,298.57,0,merchant:Netflix
Purchase at Whole Foods for groceries. Date: 2025-09-12. Status: Cleared.,29.05,0,merchant:Whole Foods
Purchase at Walmart for utilities. Date: 2025-01-07. Status: Cleared.,197.84,0,merchant:Walmart
Purchase at Shell Station for dining. Date: 2025-01-02. Status: Cleared.,75.72,0,merchant:Shell Station
Purchase at Uber for transport. Date: 2025-01-15. Status: Cleared.,207.4,0,merchant:Uber
Purchase at Target for dining. Date: 2025-05-27. Status: Cleared.,157.94,0,merchant:Target
Purchase at Amazon for entertainment. Date: 2025-01-02. Status: Cleared.,167.05,0,merchant:Amazon
Purchase at Walmart for dining. Date: 2025-03-05. Status: Cleared.,246.05,0,merchant:Walmart
Purchase at Whole Foods for shopping. Date: 2025-09-07. Status: Cleared.,165.83,0,merchant:Whole Foods
Purchase at Uber for shopping. Date: 2025-06-20. Status: Cleared.,104.38,0,merchant:Uber
Purchase at Walmart for entertainment. Date: 2025-05-20. Status: Cleared.,90.11,0,merchant:Walmart
Purchase at Target for dining. Date: 2025-07-05. Status: Cleared.,270.65,0,merchant:Target
Purchase at Walmart for utilities. Date: 2025-11-04. Status: Cleared.,73.67,0,merchant:Walmart
Purchase at Starbucks for groceries. Date: 2025-10-08. Status: Cleared.,192.84,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: unverified. Destination: Cayman Islands. Amount: $15352.09. Risk: High.,15352.09,1,keyword:unverified
Purchase at Walmart for shopping. Date: 2025-08-21. Status: Cleared.,209.97,0,merchant:Walmart
Urgent wire transfer detected. Keyword: offshore. Destination: Russia. Amount: $6313.05. Risk: High.,6313.05,1,keyword:offshore
Purchase at Starbucks for entertainment. Date: 2025-05-09. Status: Cleared.,154.26,0,merchant:Starbucks
Purchase at Uber for entertainment. Date: 2025-02-14. Status: Cleared.,63.21,0,merchant:Uber
Purchase at Target for dining. Date: 2025-01-06. Status: Cleared.,143.45,0,merchant:Target
Purchase at Whole Foods for entertainment. Date: 2025-07-03. Status: Cleared.,152.33,0,merchant:Whole Foods
Purchase at Starbucks for entertainment. Date: 2025-06-18. Status: Cleared.,216.66,0,merchant:Starbucks
Purchase at Uber for transport. Date: 2025-05-14. Status: Cleared.,259.0,0,merchant:Uber
Purchase at Uber for dining. Date: 2025-04-25. Status: Cleared.,177.78,0,merchant:Uber
Purchase at Netflix for transport. Date: 2025-05-17. Status: Cleared.,203.75,0,merchant:Netflix
Purchase at Starbucks for entertainment. Date: 2025-08-20. Status: Cleared.,62.87,0,merchant:Starbucks
Purchase at Whole Foods for transport. Date: 2025-08-13. Status: Cleared.,121.39,0,merchant:Whole Foods
Purchase at Starbucks for transport. Date: 2025-03-02. Status: Cleared.,49.46,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: shell company. Destination: Panama. Amount: $29496.92. Risk: High.,29496.92,1,keyword:shell company
Purchase at Starbucks for shopping. Date: 2025-01-16. Status: Cleared.,88.9,0,merchant:Starbucks
Purchase at Walmart for dining. Date: 2025-03-27. Status: Cleared.,172.46,0,merchant:Walmart
Purchase at Target for entertainment. Date: 2025-03-29. Status: Cleared.,242.47,0,merchant:Target
Purchase at Walmart for utilities. Date: 2025-07-09. Status: Cleared.,55.83,0,merchant:Walmart
Purchase at Uber for dining. Date: 2025-03-08. Status: Cleared.,137.2,0,merchant:Uber
Purchase at Target for transport. Date: 2025-10-12. Status: Cleared.,229.1,0,merchant:Target
Urgent wire transfer detected. Keyword: suspicious. Destination: Panama. Amount: $45344.27. Risk: High.,45344.27,1,keyword:suspicious
Purchase at Shell Station for utilities. Date: 2025-06-14. Status: Cleared.,284.24,0,merchant:Shell Station
Purchase at Walmart for groceries. Date: 2025-09-21. Status: Cleared.,102.16,0,merchant:Walmart
Purchase at Target for dining. Date: 2025-03-28. Status: Cleared.,42.44,0,merchant:Target
Purchase at Target for groceries. Date: 2025-04-14. Status: Cleared.,205.49,0,merchant:Target
Purchase at Uber for transport. Date: 2025-07-19. Status: Cleared.,280.7,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-04-07. Status: Cleared.,286.55,0,merchant:Starbucks
Purchase at Target for transport. Date: 2025-07-30. Status: Cleared.,68.16,0,merchant:Target
Purchase at Netflix for shopping. Date: 2025-08-02. Status: Cleared.,36.83,0,merchant:Netflix
Purchase at Shell Station for entertainment. Date: 2025-01-13. Status: Cleared.,68.43,0,merchant:Shell Station
Purchase at Shell Station for entertainment. Date: 2025-01-15. Status: Cleared.,156.13,0,merchant:Shell Station
Purchase at Starbucks for shopping. Date: 2025-11-30. Status: Cleared.,299.13,0,merchant:Starbucks
Purchase at Amazon for utilities. Date: 2025-01-25. Status: Cleared.,125.28,0,merchant:Amazon
Purchase at Target for shopping. Date: 2025-07-22. Status: Cleared.,216.28,0,merchant:Target
Purchase at Netflix for transport. Date: 2025-08-15. Status: Cleared.,210.86,0,merchant:Netflix
Purchase at Target for dining. Date: 2025-10-16. Status: Cleared.,200.27,0,merchant:Target
Purchase at Starbucks for entertainment. Date: 2025-10-22. Status: Cleared.,9.11,0,merchant:Starbucks
Purchase at Netflix for groceries. Date: 2025-06-03. Status: Cleared.,9.57,0,merchant:Netflix
Purchase at Walmart for entertainment. Date: 2025-03-05. Status: Cleared.,27.14,0,merchant:Walmart
Purchase at Whole Foods for transport. Date: 2025-01-07. Status: Cleared.,53.58,0,merchant:Whole Foods
Purchase at Uber for groceries. Date: 2025-02-13. Status: Cleared.,68.62,0,merchant:Uber
Purchase at Amazon for dining. Date: 2025-03-11. Status: Cleared.,64.69,0,merchant:Amazon
Purchase at Target for dining. Date: 2025-03-06. Status: Cleared.,231.31,0,merchant:Target
Purchase at Netflix for utilities. Date: 2025-11-26. Status: Cleared.,53.31,0,merchant:Netflix
Purchase at Shell Station for entertainment. Date: 2025-04-21. Status: Cleared.,235.55,0,merchant:Shell Station
Purchase at Amazon for shopping. Date: 2025-12-06. Status: Cleared.,259.06,0,merchant:Amazon
Purchase at Uber for utilities. Date: 2025-09-10. Status: Cleared.,287.31,0,merchant:Uber
Purchase at Uber for utilities. Date: 2025-02-25. Status: Cleared.,193.8,0,merchant:Uber
Purchase at Shell Station for shopping. Date: 2025-07-03. Status: Cleared.,177.45,0,merchant:Shell Station
Urgent wire transfer detected. Keyword: crypto. Destination: Cyprus. Amount: $41086.62. Risk: High.,41086.62,1,keyword:crypto
Purchase at Shell Station for groceries. Date: 2025-09-14. Status: Cleared.,289.67,0,merchant:Shell Station
Purchase at Uber for groceries. Date: 2025-03-22. Status: Cleared.,212.75,0,merchant:Uber
Purchase at Whole Foods for transport. Date: 2025-01-05. Status: Cleared.,32.89,0,merchant:Whole Foods
Purchase at Starbucks for groceries. Date: 2025-03-31. Status: Cleared.,229.13,0,merchant:Starbucks
Purchase at Uber for groceries. Date: 2025-10-28. Status: Cleared.,299.78,0,merchant:Uber
Purchase at Uber for utilities. Date: 2025-05-22. Status: Cleared.,56.04,0,merchant:Uber
Purchase at Shell Station for transport. Date: 2025-03-02. Status: Cleared.,169.97,0,merchant:Shell Station
Purchase at Amazon for transport. Date: 2025-12-02. Status: Cleared.,239.31,0,merchant:Amazon
Purchase at Walmart for groceries. Date: 2025-06-17. Status: Cleared.,209.63,0,merchant:Walmart
Purchase at Netflix for shopping. Date: 2025-12-02. Status: Cleared.,231.12,0,merchant:Netflix
Purchase at Amazon for utilities. Date: 2025-11-26. Status: Cleared.,174.64,0,merchant:Amazon
Purchase at Target for entertainment. Date: 2025-05-30. Status: Cleared.,225.38,0,merchant:Target
Purchase at Uber for entertainment. Date: 2025-09-12. Status: Cleared.,100.0,0,merchant:Uber
Urgent wire transfer detected. Keyword: gift card. Destination: Cyprus. Amount: $7056.76. Risk: High.,7056.76,1,keyword:gift card
Purchase at Walmart for dining. Date: 2025-02-17. Status: Cleared.,206.42,0,merchant:Walmart
Purchase at Walmart for shopping. Date: 2025-02-22. Status: Cleared.,218.78,0,merchant:Walmart
Purchase at Shell Station for shopping. Date: 2025-07-05. Status: Cleared.,296.02,0,merchant:Shell Station
Urgent wire transfer detected. Keyword: suspicious. Destination: Panama. Amount: $8141.59. Risk: High.,8141.59,1,keyword:suspicious
Purchase at Uber for groceries. Date: 2025-06-06. Status: Cleared.,60.52,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-01-28. Status: Cleared.,159.53,0,merchant:Starbucks
Purchase at Amazon for entertainment. Date: 2025-01-26. Status: Cleared.,120.71,0,merchant:Amazon
Purchase at Uber for dining. Date: 2025-02-10. Status: Cleared.,118.44,0,merchant:Uber
Purchase at Walmart for groceries. Date: 2025-01-04. Status: Cleared.,271.66,0,merchant:Walmart
Purchase at Netflix for utilities. Date: 2025-05-22. Status: Cleared.,78.2,0,merchant:Netflix
Urgent wire transfer detected. Keyword: urgent. Destination: Cayman Islands. Amount: $42088.44. Risk: High.,42088.44,1,keyword:urgent
Purchase at Shell Station for dining. Date: 2025-01-05. Status: Cleared.,8.64,0,merchant:Shell Station
Purchase at Netflix for utilities. Date: 2025-09-19. Status: Cleared.,291.02,0,merchant:Netflix
Purchase at Starbucks for utilities. Date: 2025-04-26. Status: Cleared.,157.34,0,merchant:Starbucks
Purchase at Netflix for transport. Date: 2025-08-28. Status: Cleared.,53.93,0,merchant:Netflix
Purchase at Target for dining. Date: 2025-08-09. Status: Cleared.,161.48,0,merchant:Target
Purchase at Walmart for shopping. Date: 2025-04-19. Status: Cleared.,255.42,0,merchant:Walmart
Purchase at Starbucks for dining. Date: 2025-09-23. Status: Cleared.,134.82,0,merchant:Starbucks
Purchase at Shell Station for entertainment. Date: 2025-08-13. Status: Cleared.,26.18,0,merchant:Shell Station
Purchase at Whole Foods for entertainment. Date: 2025-03-15. Status: Cleared.,194.32,0,merchant:Whole Foods
Purchase at Shell Station for transport. Date: 2025-08-11. Status: Cleared.,201.93,0,merchant:Shell Station
Purchase at Starbucks for dining. Date: 2025-06-21. Status: Cleared.,211.19,0,merchant:Starbucks
Purchase at Shell Station for groceries. Date: 2025-07-19. Status: Cleared.,67.69,0,merchant:Shell Station
Purchase at Walmart for transport. Date: 2025-06-12. Status: Cleared.,21.67,0,merchant:Walmart
Purchase at Starbucks for transport. Date: 2025-03-12. Status: Cleared.,74.87,0,merchant:Starbucks
Purchase at Target for dining. Date: 2025-08-21. Status: Cleared.,98.11,0,merchant:Target
Purchase at Uber for shopping. Date: 2025-11-22. Status: Cleared.,257.13,0,merchant:Uber
Purchase at Shell Station for utilities. Date: 2025-05-07. Status: Cleared.,158.34,0,merchant:Shell Station
Purchase at Walmart for groceries. Date: 2025-01-19. Status: Cleared.,173.13,0,merchant:Walmart
Purchase at Netflix for groceries. Date: 2025-11-08. Status: Cleared.,258.65,0,merchant:Netflix
Urgent wire transfer detected. Keyword: shell company. Destination: Panama. Amount: $20586.97. Risk: High.,20586.97,1,keyword:shell company
Purchase at Amazon for utilities. Date: 2025-08-11. Status: Cleared.,260.47,0,merchant:Amazon
Purchase at Starbucks for utilities. Date: 2025-07-16. Status: Cleared.,113.46,0,merchant:Starbucks
Purchase at Walmart for groceries. Date: 2025-04-30. Status: Cleared.,287.3,0,merchant:Walmart
Urgent wire transfer detected. Keyword: unverified. Destination: Panama. Amount: $46699.47. Risk: High.,46699.47,1,keyword:unverified
Purchase at Starbucks for groceries. Date: 2025-01-07. Status: Cleared.,294.6,0,merchant:Starbucks
Purchase at Uber for transport. Date: 2025-10-09. Status: Cleared.,223.29,0,merchant:Uber
Urgent wire transfer detected. Keyword: urgent. Destination: Cyprus. Amount: $21152.23. Risk: High.,21152.23,1,keyword:urgent
Purchase at Amazon for dining. Date: 2025-08-11. Status: Cleared.,143.48,0,merchant:Amazon
Purchase at Starbucks for utilities. Date: 2025-04-30. Status: Cleared.,153.23,0,merchant:Starbucks
Purchase at Starbucks for utilities. Date: 2025-06-23. Status: Cleared.,7.31,0,merchant:Starbucks
